Id,DatasetID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,Replicates,Habitat,LabField,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor2Kingdom,Interactor2Phylum,Interactor2Class,Interactor2Order,Interactor2Family,Interactor2Genus,Interactor2Species,Interactor2Stage,FigureTable,Citation,DOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory
88432,439,CL21111,oocyst intensity,not stated,6.33,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,20,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88433,439,CL21111,oocyst intensity,not stated,1.5,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,25,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88434,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,23,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88435,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,24,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88436,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,31,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88437,439,CL21111,oocyst intensity,not stated,8.25,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,45,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,20.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88438,439,CL21111,oocyst intensity,not stated,11.91,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,17,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,20.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88439,439,CL21111,oocyst intensity,not stated,4.57,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,20.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88440,439,CL21111,oocyst intensity,not stated,1.83,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,28,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,20.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88441,439,CL21111,oocyst intensity,not stated,2.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,14,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,20.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88442,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,20,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,16.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88443,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,14,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,16.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88444,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,16,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,16.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88445,439,CL21111,oocyst intensity,not stated,3.25,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,20,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88446,439,CL21111,oocyst intensity,not stated,5.04,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,40,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88447,439,CL21111,oocyst intensity,not stated,2.56,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,37,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88448,439,CL21111,oocyst intensity,not stated,1.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,37,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88449,439,CL21111,oocyst intensity,not stated,1.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,0.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,21,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88450,439,CL21111,oocyst intensity,not stated,6.25,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,26,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88451,439,CL21111,oocyst intensity,not stated,5.09,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,14,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88452,439,CL21111,oocyst intensity,not stated,5.31,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,20,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88453,439,CL21111,oocyst intensity,not stated,2.55,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,17,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88454,439,CL21111,oocyst intensity,not stated,1.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,24,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88455,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,27,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,18.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88456,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,29,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,14.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88457,439,CL21111,oocyst intensity,not stated,1.5,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,40,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,16.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88458,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,44,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,16.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88459,439,CL21111,oocyst intensity,not stated,1.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,32,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,14.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88460,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,43,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,14.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst and spz,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
88461,439,CL21111,oocyst intensity,not stated,0.0,not stated,,terrestrial,laboratory,temperature variation,realistic diurnal temperature fluctuation,5.0,Celsius,Walter Reed Army Institute of Research Maryland,colony,decimal,39.005,-77.054028,Anopheles stephensi,32,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,stephensi,adult,female,16.0,Celsius,27.0,Celsius,Alveolata,Apicomplexa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,falciparum,oocyst,table S1,Waite et al 2019. Exploring the lower thermal limits for development of the human malaria parasite Plasmodium falciparum. Biol. Lett. 15: 20190275.,10.1098/rsbl.2019.0275,Connor Lachance,phuxly@gmail.com,ambient temp varied plus/minus 5 degrees Celsius. interactor2 was from Plasmodium falciparum (NF54) parasite cultures were either provided by the Johns Hopkins Malaria Institute Core Facility or from the Centre for Infectious Disease Research.,Interactor1Temp,SecondStressorValue
